rank,name,composite_score,credibility_score,experience_score,local_activity_score,website,phone_number,num_reviews,avg_review_rating,reviews_last_6_months,google_num_reviews,google_avg_review_rating,bbb_rating,bbb_accreditation,year_first_active,total_months_active,coverage_type,cities,response_rate,months_since_last_review,num_1_star_reviews
11,Dioro Home Buyers,67.11343383744453,67.39989781664964,60.9090909095,75.34117156983869,https://www.diorohomebuyers.com/,(469) 777-4875,22.0,5.0,4.0,22.0,5.0,A+,True,2023.0,32.0,,"Dallas, Fort Worth, Houston, Plano, San Antonio",0.7272727273,1.0,0.0
12,Trusted Home Offer,65.62517850436637,71.75509427285755,61.29563961099999,61.878667725493386,https://www.thoffers.com/,(208) 919-9579,94.0,4.914893617,4.0,81.0,4.950617284,A,False,2023.0,31.0,Statewide,,0.8404255319,0.0,2.0
13,Duke Real Estate & Asset Management LLC,65.49154164742535,76.08141108073681,44.9378109455,77.3229735368225,https://welovedallashomes.com/?utm_campaign=GoogleMyBusiness,(469) 638-8276,67.0,4.567164179,5.0,63.0,4.666666667,A+,True,2022.0,47.0,,Dallas,0.1343283582,2.0,7.0
14,Home Buying Guys,65.29118626543193,75.83059848718854,62.243589739499996,52.69476184692608,http://www.homebuyingguys.com/,(866) 847-3565,82.0,4.902439024,2.0,78.0,4.948717949,A+,False,2018.0,90.0,,"Abilene, Addison, Allen, Alvarado, Amarillo, Anna, Arlington, Argyle, Austin, Azle, Bedford, Blue Mound, Burleson, Carrollton, Cedar Park, Celina, Cleburne, Colleyville, Coppell, Corinth, Corsicana, Crowley, Dallas, Denton, DeSoto, Duncanville, Ennis, Euless, Everman, Fairview, Farmers Branch, Farmersville, Fate, Flower Mound, Forney, Fort Worth, Frisco, Garland, Glenn Heights, Grand Prairie, Grapevine, Greenville, Haltom City, Haslet, Highland Village, Hurst, Irving, Justin, Keller, Kennedale, Lake Dallas, Lancaster, Lewisville, Little Elm, Mansfield, McKinney, Melissa, Mesquite, Midlothian, Murphy, Nevada, North Richland Hills, Oak Point, Plano, Ponder, Port Arthur, Princeton, Red Oak, Rendon, Richardson, Roanoke, Rockwall, Rowlett, Royse City, Sachse, Seagoville, Southlake, Sunnyvale, Terrell, The Colony, Waxahachie, White Settlement, Wylie",0.9146341463,5.0,2.0
15,Housed Real Estate + Relocation,65.1951930085267,63.90935788444175,62.734375,70.69767441900001,https://www.housedrealestate.com/,(214) 888-6864,128.0,4.9375,24.0,128.0,4.9375,,,2018.0,86.0,,Dallas,0.921875,0.0,2.0
16,Mr.Buyer LLC,65.11855529286144,89.96336105922889,60.8,31.412843476679566,https://www.mrbuyer.com/,(844) 573-5548,50.0,5.0,0.0,42.0,5.0,A+,True,2020.0,69.0,Nationwide,Miami,0.72,7.0,0.0
17,JZ Home Buyers,65.00252249023153,65.60897457142858,60.5163043475,70.31290456014038,http://www.jzhomebuyers.com/,(817) 382-3579,184.0,5.0,10.0,184.0,5.0,,,2017.0,97.0,,"Fort Worth, Dallas, Arlington, Bedford, Duncanville, Euless, Irving, North Richland Hills, Watauga, Weatherford",0.7010869565,0.0,0.0
18,Cash House Buyers DFW,64.92951163202271,72.30323917424427,51.6901408445,71.666666667,https://www.cashhousebuyersdfw.com/,(214) 272-2177,71.0,5.0,16.0,70.0,5.0,A+,True,2023.0,30.0,,"Addison, Allen, Argyle, Arlington, Azle, Bedford, Burleson, Carrollton, Cedar Hill, Colleyville, Coppell, Crowley, Dallas, Denton, Desoto, Duncanville, Euless, Farmers Branch, Flower Mound, Fort Worth, Frisco, Garland, Grand Prairie, Grapevine, Greenville, Haltom City, Hurst, Irving, Keller, Lancaster, Lewisville, Little Elm, Mansfield, Mckinney, Mesquite, North Richland Hills, Plano, Prosper, Richardson, Rockwall, Rowlett, Royse City, Sachse, Seagoville, Southlake, The Colony, Weatherford, Wylie",0.1126760563,0.0,0.0
19,A-List Properties,64.76522394399423,78.26500702515678,56.967213124,54.08278616212608,https://www.texassellmyhouse.com/,(972) 526-7042,61.0,4.93442623,1.0,61.0,4.93442623,A+,True,2021.0,58.0,,Dallas,0.5409836066,5.0,1.0
20,We Buy Texas Mobile Homes,62.55121989063237,57.20337878836585,58.0769230775,77.3717811926441,https://www.webuytxmobilehomes.com/,(832) 413-4038,26.0,5.0,6.0,26.0,5.0,A+,False,2023.0,28.0,Statewide,"Amarillo, Arlington, Austin, Bedford, Brownsville, Burleson, Cedar Park, Corpus Christi, Dallas, Denton, El Paso, Fort Worth, Frisco, Fulshear, Garland, Grand Prairie, Grapevine, Houston, Hurst, Irving, Killeen, Kyle, Laredo, Lubbock, McKinney, Mesquite City, Plano, San Antonio, Texarkana, Texas City, Victoria, Waxahachie",0.5384615385,3.0,0.0
21,Bright Bid Homes,62.40623095323597,56.57179734407686,65.0,68.11004806242087,https://www.brightbidhomes.com/,(214) 833-6269,34.0,5.0,3.0,34.0,5.0,A,False,2023.0,29.0,,"Austin, Round Rock, College Station, Houston, El Paso, Deer Park, League City, Sugar Land, San Marcos, Corpus Christi, Texas City, New Braunfels, San Antonio, Port Arthur, San Angelo, Cedar Hill, Desoto, Grapevine, Flower Mound, Carrollton, The Colony, Flower Mound, Little Elm, Wichita Falls, North Richland Hills, Keller, Roanoke",1.0,3.0,0.0
22,Don Lawyer Team,62.32502871680923,64.42790668147191,49.61538461410001,76.75392571714185,https://www.donlawyer.com/,(817) 213-6510,143.0,4.93006993,4.0,143.0,4.93006993,,,2014.0,135.0,,Arlington,0.05594405594,1.0,1.0
23,Simply Sold RE,61.95267814831342,62.55760155692729,48.88059701155001,79.285714286,https://simplysoldre.com/,(914) 610-7499,67.0,4.910447761,14.0,67.0,4.910447761,,,2021.0,49.0,Nationwide,"Bridgeport, New Haven, Stamford, Hartford, Greenwich, Waterbury, Norwalk, Danbury, Manchester, Bristol, Hamden, New Britain, West Hartford, Norwich, New London, East Hartford",0.02985074627,2.0,1.0
24,Southern Hills Home Buyers,61.331746032925,61.0,53.7619047655,72.46031746,https://www.southernhillshomebuyers.com/,(214) 225-3042,315.0,4.923809524,38.0,315.0,4.923809524,,,2020.0,63.0,,Plano,0.3396825397,0.0,5.0
25,The Street Real Estate Company,60.854400592357116,71.54329480258029,61.013513514500005,43.529411765,https://www.thestreetrealestate.com/,(469) 855-0469,74.0,4.945945946,0.0,74.0,4.945945946,A+,False,2020.0,68.0,,Arlington,0.7972972973,6.0,1.0
26,Cash House Buyers USA,60.57525053697019,56.70815070952962,60.370370372,67.04944249183336,https://cashhousebuyersusa.com/,(817) 339-6134,27.0,4.925925926,3.0,27.0,4.925925926,,,2019.0,84.0,,Irving,0.7777777778,1.0,0.0
27,Opendoor,60.191783218307165,90.0,18.686480190877624,70.606060606,https://www.opendoor.com/,(888) 352-7075,1716.0,3.715617716,197.0,75.0,1.4,A+,True,2015.0,132.0,,"Austin, Corpus Christi, Dallas, Fort Worth, Houston, Killeen, San Antonio",0.6579254079,0.0,512.0
28,Fort Worth Home Buyers,60.06038387268183,56.87357265122274,56.2533068845,70.48918961047096,https://www.ftworthhomebuyers.net/,(817) 852-6300,28.0,4.535714286,5.0,27.0,4.518518519,,,2017.0,105.0,,Fort Worth,0.9642857143,3.0,3.0
29,Dallas Home Buyers,59.158009610969785,57.187958565548186,53.1111111175,70.77574917450205,https://www.dallashomebuyers.net/,(214) 615-1255,30.0,4.466666667,5.0,27.0,4.555555556,,,2016.0,120.0,,Dallas,0.8,3.0,4.0
30,Sell Quick Home Buyers,58.81805772107905,55.53933921726013,52.755905520499994,72.551020408,https://www.sellquickhomebuyers.com/,(832) 500-5813,127.0,4.921259843,10.0,127.0,4.921259843,,,2021.0,49.0,,"Houston, Dallas, San Antonio",0.2755905512,0.0,2.0
31,Denko Home Buyers,58.480623042894635,53.8386208479636,65.0,56.780698814836796,https://www.denkohomebuyers.com/,(940) 432-3709,23.0,5.0,2.0,23.0,5.0,,,2019.0,75.0,,"Dallas, Fort Worth",1.0,4.0,0.0
32,Model Realty Cash Offer,58.3161227637851,69.57130273926484,52.1428571435,48.95040667141667,https://www.modelrealtycashoffer.com/,(817) 533-7767,21.0,5.0,1.0,3.0,5.0,A+,False,2017.0,99.0,Local,Fort Worth,0.1428571429,2.0,0.0
33,HomeGo,57.35762422455489,83.83272192530032,50.085526316999996,25.17840497393906,,(405) 896-4930,112.0,4.517857143,0.0,95.0,4.642105263,A+,False,2019.0,80.0,Local,"Dallas, Fort Worth, Arlington, Irving, Grand Prairie, Garland, Mesquite, Plano, Frisco, McKinney, Denton, Lewisville, Grapevine, Hurst, Euless, Bedford, Weatherford, Cleburne, Granbury, Austin, Round Rock, Georgetown, Killeen, Temple, Waco, Houston, The Woodlands, Sugar Land, Katy, Cypress, Spring, Humble, Kingwood, Pasadena, Deer Park, Baytown, Pearland, Friendswood, League City, Galveston, Missouri City, San Antonio, New Braunfels, El Paso",0.5267857143,17.0,12.0
34,Equity Cash Offer,56.54301874496586,63.182095763039655,41.358024699999994,67.179487179,https://equitycashoffer.com/,(469) 946-9553,81.0,4.50617284,25.0,81.0,4.50617284,B-,False,2019.0,78.0,,"Houston, El Paso, San Antonio, Plano, Addison",0.0,0.0,10.0
35,Boom Home Offer,56.27349024091626,63.28175418565499,49.79166667245001,54.134820925187014,https://www.boomhomeoffer.com/,(855) 970-0344,12.0,4.916666667,2.0,12.0,4.916666667,A+,False,2020.0,68.0,Local,"Dallas, Fort Myers, Houston, San Antonio",0.08333333333,3.0,0.0
36,South Texas Home Investors,55.65575992394985,55.14101107608129,55.3492647,56.908451394069324,https://www.southtexashomeinvestors.com/,(210) 729-9030,34.0,4.852941176,3.0,16.0,4.9375,,,2019.0,73.0,,"Aransas Pass, Corpus Christi, Dallas, Fort Worth, Houston, New Braunfels, Rockport, San Antonio, Schertz",0.5,4.0,1.0
37,Myers Home Buyers,55.48913209827659,69.20690598455607,50.738636361,40.19138791241667,https://www.myershomebuyers.com/,(844) 718-5832,28.0,4.464285714,1.0,22.0,4.772727273,A+,False,2019.0,77.0,,"Houston, Dallas, Ft. Worth",0.5714285714,4.0,3.0
38,Inspired Buyers,55.27199702970869,46.22639725602171,53.692307693000004,71.95652173900001,https://www.inspiredbuyers.com/,(210) 899-0717,65.0,5.0,25.0,64.0,5.0,,,2024.0,23.0,Statewide,"Alamo Heights, Balcones Heights, Boerne, Canyon Lake, Castle Hills, Converse, Corpus Christi, Dallas, El Paso, Fort Worth, Garden Ridge, Helotes, Houston, Kirby, Leon Valley, Live Oak, Mahncke Park, Marion, New Braunfels, San Antonio, San Antonio, Schertz, Seguin, Selma, Universal City, Windcrest",0.2461538462,0.0,0.0
39,Sell My House Fast Dallas,55.1858332384469,33.500665223989934,65.0,76.14226859540369,https://www.salemyhousefastdallas.com/,(469) 903-3535,8.0,5.0,5.0,8.0,5.0,,,2024.0,9.0,Local,"Dallas, Austin, Houston, San Antonio",1.0,2.0,0.0
40,Home Buyers For Cash,55.09357302051405,47.45615477378512,50.0,74.444444444,https://homebuyersforcash.net/,(281) 918-8908,69.0,5.0,31.0,69.0,5.0,,,2023.0,27.0,Local,"Arlington, Austin, Corpus Christi, Dallas, El Paso, Fort Worth, Houston",0.0,0.0,0.0
41,House Buyers Houston,54.9041697524412,49.855121351102994,50.0,69.848484848,https://housebuyershouston.net/,(281) 628-2298,85.0,5.0,38.0,85.0,5.0,,,2023.0,33.0,,"Baytown, Crosby, Cypress, Deer Park, Galena Park, Highlands, Hockley, Huffman, Hufsmith, Humble, Katy, Kingwood, La Porte, Pasadena, Seabrook, South Houston, Spring, Tomball, Waller, Webster, Abilene, Amarillo, Angleton, Arlington, Austin, Beaumont, Bellville, Boling, Brazoria, Brookshire, Brownsville, Carrollton, Clear Lake City, College Station, Conroe, Corpus Christi, Crosby, Dallas, Damon, Danbury, Dayton, Denton, East Bernard, El Paso, Fort Worth, Friendswood, Frisco, Fulshear, Galveston, Garland, Grand Prairie, Haltom City, Hempstead, Highlands, Irving, Kendleton, Killeen, La Marque, Lake Jackson, Laredo, League City, Lewisville, Liberty, Lubbock, Magnolia",0.0,0.0,0.0
42,investorade,54.385749552542805,52.966278114401405,36.60714285598052,81.54695322875624,https://www.investorade.com/,(972) 734-3251,77.0,3.948051948,14.0,77.0,3.948051948,,,2022.0,48.0,,Dallas,0.8831168831,2.0,20.0
43,Cash Home Buyer San Antonio,54.34100836966814,46.47752092417034,50.0,73.0,https://cashhomebuyersanantonio.com/,(210) 934-6150,80.0,5.0,44.0,80.0,5.0,,,2024.0,20.0,,"San Antonio, Abilene, Amarillo, Arlington, Austin, Beaumont, Brownsville, Carrollton, College Station, Corpus Christi, Dallas, Denton, El Paso, Fort Worth, Frisco, Garland, Grand Prairie, Haltom City, Houston, Irving, Killeen, Laredo, League City, Lewisville, Lubbock, McAllen, McKinney, Mesquite, Midland, Missouri City, Pasadena, Plano, San Angelo, Sugar Land, Texas City, Waco",0.0,0.0,0.0
44,JCA Freedom Homes,54.202751033346246,51.459628857251985,64.3749999995,44.35059796248181,https://www.freedomhomestexas.com/?utm_campaign=gmb,(972) 737-7571,24.0,5.0,3.0,24.0,5.0,Not Rated,False,2019.0,81.0,,Irving,0.9583333333,0.0,0.0
45,Newbyginnings,54.026662399798084,72.2701820357452,63.07814992,12.164948454000001,https://www.newbyginnings.com/,(469) 336-6862,38.0,4.894736842,0.0,33.0,4.878787879,A+,False,2018.0,97.0,,Dallas,1.0,28.0,1.0
46,Selling Unlocked,53.97032499184163,68.87581497373597,56.0,27.27999600938896,https://sellingunlocked.com/,(817) 374-4641,20.0,5.0,0.0,20.0,5.0,A+,False,2019.0,82.0,,"Fort Worth, Dallas",0.4,8.0,0.0
47,Dolfin RGV,53.7974760614615,69.80257395025434,62.857142856500005,15.50578592633906,https://www.dolfinrgv.com/,(956) 904-5234,7.0,5.0,0.0,7.0,5.0,A+,True,2020.0,63.0,,McAllen,0.8571428571,17.0,0.0
48,Strike Zone Investments LLC,53.554229916210645,73.07009860033912,60.9999999995,11.904761905,https://www.texasdadbuyshouses.com/,(409) 223-7434,15.0,5.0,0.0,15.0,5.0,A+,True,2020.0,63.0,,"Austin, Beaumont, Bridge City, Corpus Christi, Crystal Beach, Dallas, Fort Worth, Galveston, Houston, Lumberton, Nederland, Orange, Port Neches, San Antonio, Silsbee, Southeast",0.7333333333,18.0,0.0
49,Alpha Cash Buyers,53.491288041492496,59.50528751463026,51.956521739,46.01756170796155,http://www.alphacashbuyers.com/,(817) 835-9816,23.0,5.0,3.0,21.0,5.0,A+,False,2022.0,40.0,,Euless,0.1304347826,0.0,0.0
50,Triple Offer Property Buyers,53.31955747093155,66.92731416151963,41.09375,48.6632772252948,http://tripleofferpropertybuyers.com/,(470) 868-4908,16.0,4.4375,1.0,16.0,4.4375,A+,True,2023.0,36.0,Statewide,,0.0625,5.0,2.0
51,Sunbelt Cash Offer,52.72153491703921,47.00628511216995,53.676470589,60.52902466408492,https://www.sunbeltcashoffer.com/,(956) 884-4441,17.0,4.705882353,6.0,17.0,4.705882353,,,2021.0,52.0,Local,"Brownsville, Corpus Christi, Dallas, Edinburg, Harlingen, Mcallen, Mission, Pharr, San Antonio, San Benito, Weslaco",0.5882352941,0.0,1.0
52,RjRebel Real Estate Investments,52.63139463591349,64.96790966672123,65.0,15.5769230769,https://rjrebelrealestateinvestments.com/,(888) 519-5211,4.0,5.0,0.0,4.0,5.0,A+,False,2021.0,52.0,Local,"Austin, Dallas, Houston",1.0,42.0,0.0
53,House Buyers Texas,52.1192631855884,44.72519311709599,47.021276595,71.08695652200001,https://housebuyerstexas.net/we-buy-houses-arlington-sell-my-house-fast/,(817) 646-4190,47.0,4.829787234,26.0,47.0,4.829787234,,,2024.0,23.0,,Arlington,0.0,0.0,2.0
54,Homestead Cash Buyers,51.47244734437277,41.35880264526358,59.6,56.275705145069324,https://homesteadcash.com/,(877) 469-2540,25.0,5.0,3.0,25.0,5.0,,,2024.0,21.0,,Dallas,0.64,5.0,0.0
55,Sell My House Fast Houston,50.71991341768681,42.52196345703367,43.82352942,73.49157095149339,https://sellmyhousefasthouston.net/,(281) 612-5098,34.0,4.647058824,4.0,34.0,4.647058824,,,2023.0,20.0,,"Abilene, Amarillo, Arlington, Austin, Baytown, Beaumont, Bellaire, Brownsville, Carrollton, College Station, Conroe, Corpus Christi, Cypress, Dallas, Deer Park, Denton, El Paso, Fort Worth, Friendswood, Frisco, Garland, Grand Prairie, Haltom City, Humble, Irving, Katy, Killeen, Kingwood, La Porte, Laredo, League City, Lewisville, Lubbock, McAllen, McKinney, Midland, Missouri City, Pasadena, Pearland, Plano, Rosenberg, San Angelo, San Antonio, Spring, Stafford, Sugar Land, Texas City, The Woodlands, Waco, Wolfforth",0.0,2.0,3.0
56,Executive Cash Home Buyers,50.66649043172579,40.459628857251985,48.1249999995,70.555555556,https://executivebuyshomes.com/,(317) 358-5396,24.0,4.5,14.0,24.0,4.5,,,2024.0,18.0,Statewide,,0.4583333333,0.0,3.0
57,Big Buck Home Buyers,50.37478444959595,62.16540939961487,65.0,11.034482759,https://www.bigbuckhomebuyers.com/,(210) 920-5280,16.0,5.0,0.0,16.0,5.0,A+,False,2021.0,58.0,,"Adkins, Alamo Heights, Alamo Ranch, Atascosa, Austin, Balcones Heights, Bandera, Beeville, Blanco, Boerne, Bulverde, Canyon Lake, Castle Hills, Castroville, China Grove, Cibolo, Comfort, Converse, Corpus Christi, Cuero, Dallas Fort Worth, Devine, Elmendorf, Fair Oaks Ranch, Floresville, Garden Ridge, Geronimo, Gonzales, Grey Forest, Gruene, Hallettsville, Helotes, Hill Country Village, Hollywood Park, Hondo, Houston, Ingram, Jourdanton, Karnes City, Kenedy, Kerrville, Kingsbury, Kirby, La Vernia, LaCoste, Lake Dunlap, Lake McQueeney, Lakehills, Leon Springs, Leon Valley, Live Oak, Lockhart, Lytle, Marion, Medina, Midland, Natalia, New Braunfels, Nixon, Odessa, Olmos Park, Pearsall, Pleasanton, Poteet, Poth, Rockport, Runge, San Antonio, San Marcos, Schertz, Seguin, Selma, Shavano Park, Somerset, Spring Branch, St. Hedwig, Staples, Stockdale, Stone Oak, Terrell Hills, Texas, Timberwood Park, Universal City, Von Ormy, Waco, Wimberley, Windcrest, Woodcreek, Yoakum, Zuehl",1.0,32.0,0.0
58,Relief Home Solutions,50.36639661850735,40.97486050510103,57.0000000005,56.1058096651678,https://www.reliefhomebuyer.com/,(214) 983-1833,15.0,5.0,5.0,15.0,5.0,,,2023.0,29.0,,"McKinney, Dallas, Fort Worth",0.4666666667,0.0,0.0
59,Big Texas Home Buyers,50.32267431907829,69.98147799082074,55.869565224999995,11.102941176,https://bigtexashomebuyers.com/,(214) 444-9385,23.0,4.47826087,0.0,23.0,4.47826087,A+,False,2014.0,136.0,,"Dallas, Fort Worth",1.0,18.0,3.0
60,"Dallas Property Investors, LLC",50.0196426898254,53.9778502643112,43.45,52.8840103364037,https://www.dallaspropertyinvestors.com/,(214) 609-1240,25.0,4.36,5.0,25.0,4.36,,,2019.0,74.0,,"Arlington, Addison, Carrollton, Dallas, Duncanville, Farmers Branch, Fort Worth, Garland, Grand Prairie, Irving, Mesquite, Plano, Richardson",0.36,0.0,4.0
61,NTX Home Buyers,49.73921463082069,50.75576975714867,44.16666667250001,55.914293570344874,https://www.ntxhomebuyers.com/,(817) 587-8264,27.0,4.666666667,2.0,27.0,4.666666667,,,2021.0,59.0,,"Fort Worth, Dallas",0.0,5.0,2.0
62,iamcashbuyer.com,49.405380922720454,55.83976807602672,62.4999999995,20.77789476993906,http://www.iamcashbuyer.com/,(214) 769-5091,6.0,5.0,0.0,6.0,5.0,A+,False,2021.0,49.0,,"Dallas, Arlington, Plano, Fort Worth",0.8333333333,9.0,0.0
63,JDub Buys Houses,47.78007740623349,44.149142255027094,64.117647059,30.716976134290604,https://www.jdubbuyshouses.com/,(806) 855-8006,17.0,5.0,0.0,17.0,5.0,,,2022.0,40.0,,"Abilene, Amarillo, Arlington, Austin, Bedford, Big Spring, Borger, Bryan, Canyon Lake, Carrollton, Cleburne, College Station, Corpus Christi, Corsicana, Dallas, Decatur, Denton, Duncanville, Euless, Flower Mound, Forney, Fort Worth, Frisco, Gainesville, Garland, Granbury, Grand Prairie, Grapevine, Greenville, Houston, Huntsville, Hurst, Irving, Keller, Killeen, Lancaster, League City, Lewisville, Longview, Lubbock, Mansfield, McKinney, Mesquite, Midland, New Braunfels, North Richland Hills, Odessa, Paris, Pasadena, Plano, Richardson, Rockwall, Rowlett, San Angelo, San Antonio, Sugar Land, Temple, Terrell, Texarkana, The Woodlands, Tyler, Waco, Waxahachie, Weatherford, Wichita Falls, Wylie",0.9411764706,6.0,0.0
64,Action Home Buyers,47.73809959269643,45.54636178056725,62.03125,31.23446952187812,https://www.actionhomebuyer.com/,(210) 999-9996,16.0,4.9375,0.0,16.0,4.9375,,,2022.0,47.0,,"Austin, Dallas, San Antonio, Houston, Corpus Christi, El Paso",0.875,6.0,0.0
65,East Texas Property Buyers,47.50250317175203,45.39901618441816,65.0,26.37158679193906,https://www.easttexaspropertybuyers.com/,(903) 402-1279,10.0,5.0,0.0,10.0,5.0,,,2021.0,55.0,Local,"Dallas, Terrell, Rockwall, Kaufman, Athens, Mineola, Lindale, Tyler, Longview, Flint, Fort Worth, Bullard, Texarkana, New Boston, Gilmer, Gladewater, Hawkins, Pittsburg, Mt. Pleasant, White Oak, Whitehouse, Palestine, Troup, Arp, Ore City, Overton, Jacksonville, Jefferson, Marshall, Kilgore, Henderson, Daingerfield, Ben Wheeler, Grand Saline, Rowlett, Garland, Plano, McKinney, Frisco, Greenville, Nevada, Fate, Chandler, Canton, Brownsboro, Van, Wills Point, Sulphur Springs, Crandall, Mabank, Heath, Royse City, Hallsville, Emory",1.0,11.0,0.0
